person_id,account_type_id,username,password,email,miles_per_dollar,number_of_trips,total_miles,created_at
697,1,afairfootfj,Pd75IhQodtFm,kmackilpatrickfj@fc2.com,3281,10,8612,2/20/2016
698,3,slyndfk,bsbjfBPKUv,ktweddlefk@wordpress.com,4352,15,9032,9/7/2017
699,2,gpostlewhitefl,Qd2gcEFxpxWv,fplatfootfl@google.co.jp,2611,21,7999,11/12/2017
700,3,gharpinfm,IvTd5HGf,cvizefm@blinklist.com,2851,17,5407,7/21/2015
701,1,toldlandfn,OzxWrF2,aviolletfn@issuu.com,4058,12,5919,1/16/2014
702,1,vsidlowfo,xxWR6DQHH5Q,bmallindinefo@bluehost.com,4863,7,5663,7/18/2021
703,3,gblesdillfp,qKpT30zB,jlaidlowfp@newyorker.com,3477,24,5417,9/16/2018
704,2,eoxnamfq,tn4fyQYjTG6,jgibbinfq@usda.gov,3799,20,8551,12/11/2018
705,1,cgwinnelfr,IxyatBF0hvJ,bshaulfr@mapquest.com,2529,1,5920,10/22/2018
706,2,mlawlorfs,n5BmcFHGI81,rlittlewoodfs@friendfeed.com,4501,7,8684,5/21/2014
707,3,fshankft,q3sXZ7,wingallft@ibm.com,3815,25,7775,3/5/2015
708,3,jbeahanfu,KIY4n5w,lskivingtonfu@accuweather.com,4805,5,6603,8/29/2017
709,2,junwinfv,sDPrHxP,wbaynamfv@omniture.com,3204,13,6197,11/25/2014
711,1,bpedlowfw,IaHftFxX,lshavefw@wunderground.com,4121,8,9533,6/28/2021
714,2,aduffieldfx,lriXJ59o8nX,tgassonfx@printfriendly.com,2803,21,7782,2/29/2016
715,3,dstokellfy,p3U85ac3u,rnoodsfy@msn.com,3779,22,7321,11/13/2020
716,1,nblatherwickfz,ZJOh8qafy,mbiddlesfz@yahoo.com,3385,20,9094,6/14/2019
720,1,oelmerg0,Pr9JyndrrY,dabelevitzg0@phoca.cz,3876,24,8105,8/19/2021
721,3,odeancywillisg1,pI8YZd1,rshoebothamg1@unesco.org,2656,8,5315,6/13/2014
722,2,sgodartg2,DR153rO,jbaulcombeg2@wp.com,4534,8,5933,9/5/2016
723,3,fodog3,2mYPidE6,cglasgowg3@printfriendly.com,4689,16,9387,8/30/2016
724,1,kkelbererg4,yAeKY5PY,sskallyg4@liveinternet.ru,3092,6,5332,11/7/2019
725,2,easking5,BKwVwukq,tarbuckelg5@pagesperso-orange.fr,3954,20,7033,5/27/2014
726,2,dlovettg6,oqcjNYnuxVQ,dblodgettsg6@sbwire.com,3740,19,5613,10/10/2017
727,3,freadyg7,bd8jZ5,sasbreyg7@msu.edu,3443,5,7039,3/31/2016
728,1,fgravenorg8,Grl0HG,blagneauxg8@harvard.edu,2843,15,7186,10/2/2016
729,1,atongueg9,ahUKNI,sduesterg9@fda.gov,2681,8,7534,3/1/2021
730,3,cmashamga,icp3HQSyi,schestneyga@narod.ru,3450,24,7123,10/27/2017
731,2,maylengb,lkkCZrRpDJ,tsimmankgb@furl.net,2814,1,6652,11/7/2015
732,2,cborlessgc,WoqRkD,bcoldmangc@goo.ne.jp,3686,1,5408,12/7/2021
733,1,gcosgreavegd,QtQdd8oab2,dmcnicolgd@list-manage.com,2686,22,6021,3/15/2015
734,3,rpysonge,iOJyVp8d,tlansdownge@surveymonkey.com,2946,17,9166,10/31/2019
735,2,gbleakmangf,baBD1h,wleebgf@mashable.com,3168,1,6477,12/4/2016
736,3,mswansburygg,HAYhjESrf,ojurisgg@rediff.com,4852,17,5317,1/10/2019
737,1,fnewisgh,k4H67KCi,crowthgh@va.gov,4039,5,9863,10/18/2016
738,3,hskewsgi,5kk5xOTqsR,ewathallgi@amazon.de,4710,5,5742,11/6/2018
739,2,apicottgj,LUcXNxY,jposselowgj@tinypic.com,3844,21,6370,1/3/2017
740,1,jbaggianigk,KXIpcRMtcJo,adaenengk@simplemachines.org,4327,10,6822,8/21/2015
741,3,pbrideauxgl,OMoOzkf,lsergisongl@hexun.com,4424,24,8228,2/26/2021
742,2,wstriplinggm,UMMYKPoCovTg,mnewhousegm@netvibes.com,3033,17,7564,4/20/2018
743,1,jkoppelmanngn,opFJE9c,rwidmoorgn@bloomberg.com,2950,6,6706,6/2/2018
